kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"237373","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0354","2",07/10/2022,47857000
"237373","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0354","2",05/10/2022,5711600
"239188","032","03212","512414","03212WA","2378","EBA","2","A","0","00000001","0354","2",31/10/2022,275709000
"237373","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0354","2",04/11/2022,12650900
"239188","032","03212","537112","03212DL","2375","RBQ","2","F","0","00000001","0354","2",26/12/2022,4797000
"239188","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0354","2",09/12/2022,394500
"239188","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0354","2",30/12/2022,27567546
"403875","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0953","2",01/05/2022,1349
"403875","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0953","2",03/06/2022,11950000
"403875","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0953","2",01/07/2022,68010000
"403875","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0953","2",15/07/2022,150000
"403875","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0953","2",09/08/2022,87500
"403875","032","03212","521115","03212WA","2378","EBD","2","A","0","00000001","0953","2",21/09/2022,250000
"403875","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0953","2",01/11/2022,910000
"403875","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0953","2",01/12/2022,28920218
"403875","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","0953","2",30/12/2022,3000000
"238741","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0751","2",18/03/2022,113088000
"238741","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0751","2",01/03/2022,1260000
"238741","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0751","2",31/03/2022,5705000
"238741","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0751","2",01/06/2022,84356606
"238741","032","03212","521219","03212DL","2375","QDD","2","A","0","00000001","0751","2",27/05/2022,140024937
"238741","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0751","2",10/06/2022,2235970
"238741","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0751","2",15/07/2022,28575
"238741","032","03212","521211","03212DL","2375","DDA","2","A","0","00000001","0751","2",30/09/2022,1500000
"238741","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0751","2",21/11/2022,204264000
"238741","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0751","2",07/12/2022,2994000
"403827","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","2201","2",22/02/2022,203000
"403827","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2201","2",20/04/2022,20316225
"440013","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2202","2",24/03/2022,1633386
"403827","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","2201","2",19/04/2022,8490560
"403827","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","2201","2",27/05/2022,10196000
"403827","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2201","2",17/06/2022,4996383
"403827","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2201","2",05/08/2022,2642000
"440013","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2202","2",24/08/2022,51268000
"403827","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2201","2",29/08/2022,142856
"403827","032","03212","521219","03212DL","2375","QDD","2","A","0","00000001","2201","2",27/09/2022,2492639
"403827","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2201","2",03/10/2022,289680
"440013","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","2202","2",02/11/2022,2500000
"440013","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2202","2",10/11/2022,1129000
"440013","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2202","2",10/11/2022,8984000
"403827","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2201","2",22/11/2022,2246880
"403827","032","03212","521213","03212DL","2375","QDD","2","A","0","00000001","2201","2",01/12/2022,457600000
"403828","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1907","2",23/02/2022,13200000
"403828","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1907","2",01/03/2022,478680000
"403828","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","1907","7",08/04/2022,-78000
"403828","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1907","2",25/04/2022,88354459
"403828","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","1907","2",23/05/2022,3060000
"403828","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1907","7",12/08/2022,-3524
"403828","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1907","2",09/09/2022,7200000
"403828","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","1907","2",19/09/2022,4591200
"403828","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1907","2",04/11/2022,186
"403828","032","03212","524111","03212DL","2375","DDA","2","A","0","00000001","1907","2",27/10/2022,24880000
"403828","032","03212","511619","03212WA","2378","EBA","2","A","0","00000001","1907","2",01/12/2022,3036
"622035","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0503","2",01/02/2022,19480980
"622035","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","0503","2",03/02/2022,11129000
"622035","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0503","2",25/02/2022,600000
"622035","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","0503","2",09/05/2022,105383200
"622035","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0503","2",06/06/2022,645240
"622035","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0503","2",01/06/2022,4957
"622035","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0503","2",01/06/2022,738659
"622035","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0503","2",08/08/2022,60246940
