kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"427602","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1905","2",24/03/2022,35794000
"427602","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1905","2",01/03/2022,12773530
"427602","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","1905","2",06/04/2022,12496000
"427602","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1905","2",15/03/2022,6686100
"427602","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1905","2",12/04/2022,8192000
"427602","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","1905","2",12/04/2022,4131640
"403839","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","1905","2",01/05/2022,160011200
"403839","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","1905","2",13/05/2022,11780000
"403839","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","1905","2",13/06/2022,210000
"403839","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","1905","2",14/06/2022,43600000
"427602","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","1905","2",09/06/2022,6452000
"403839","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","1905","2",06/06/2022,25222030
"427618","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2151","2",04/02/2022,32310
"427618","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","2151","2",01/02/2022,7271000
"427618","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2151","2",01/03/2022,4328500
"427618","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2151","2",01/03/2022,4872600
"238755","032","03212","524111","03212DL","2375","SCC","2","A","0","00000001","2151","2",04/03/2022,71318800
"238755","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2151","2",01/04/2022,735639
"427618","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","2151","2",31/03/2022,5707815
"238755","032","03212","522141","03212DL","2375","SCC","2","A","0","00000001","2151","2",20/04/2022,500000
"238755","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2151","2",14/04/2022,1018760
"427618","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2151","2",12/04/2022,88875000
"427618","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","2151","2",28/04/2022,27795000
"238755","032","03212","511619","03212WA","2378","EBA","2","A","0","00000001","2151","2",01/05/2022,567
"427618","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2151","2",25/05/2022,32470000
"238755","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","2151","2",06/06/2022,162620
"238755","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","2151","2",17/06/2022,8106
"427618","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","2151","2",30/06/2022,35340000
"634146","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","3351","2",07/02/2022,5366500
"634146","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","3351","2",07/02/2022,17921500
"427630","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","3351","2",01/02/2022,2424
"427630","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","3351","2",04/03/2022,468000
"427630","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","3351","2",04/03/2022,2361720
"427630","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","3351","2",04/03/2022,27641600
"427630","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","3351","2",01/04/2022,160459400
"427630","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","3351","2",14/04/2022,1644000
"427630","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","3351","2",22/04/2022,14502495
"634146","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","3351","2",27/05/2022,330500000
